killWeight,collectWeight,jumpWeight,timeWeight,winWeight,loseWeight,completion,remaining_time,mariostate,total_kill,stomp_kill,fire_kill,shell_kill,hurts,question_blocks,bump_bricks,destroyed_bricks,coins,tile_coins,mushrooms,fireflowers,jumps
1.0,-1.0,-1.0,0.0,-10.0,10.0,1.0,36.8,0.6,5.4,4.2,0.0,0.8,5.0,2.8,0.2,0.2,9.6,0.0,0.0,0.0,23.6
1.0,-1.0,0.0,-3.0,-10.0,10.0,1.0,37.4,1.0,0.6,0.4,0.0,0.0,0.0,2.4,1.6,1.6,6.4,0.0,0.0,0.0,26.2
1.0,-1.0,0.0,-1.0,-10.0,10.0,1.0,37.4,1.0,0.6,0.4,0.0,0.0,0.0,2.4,1.6,1.6,6.4,0.0,0.0,0.0,26.2
1.0,-1.0,0.0,0.0,-10.0,10.0,0.85930777,38.8,0.4,0.2,0.0,0.0,0.0,6.6,5.2,0.4,0.4,9.2,0.0,0.0,0.0,24.8
1.0,0.0,-3.0,-3.0,-10.0,10.0,0.8581163,38.0,1.0,0.8,0.8,0.0,0.0,0.0,1.4,3.0,3.0,3.4,0.0,0.0,0.0,24.6
1.0,0.0,-3.0,-1.0,-10.0,10.0,0.8581163,39.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.8,2.8,3.4,0.0,0.0,0.0,22.8
1.0,0.0,-3.0,0.0,-10.0,10.0,0.80258244,39.6,0.6,4.0,3.8,0.0,0.0,4.8,0.8,1.0,1.0,3.0,0.0,0.0,0.0,18.4
1.0,0.0,-1.0,-3.0,-10.0,10.0,1.0,37.0,1.0,0.2,0.2,0.0,0.0,0.0,1.4,3.8,3.8,5.0,0.0,0.0,0.0,27.4
1.0,0.0,-1.0,-1.0,-10.0,10.0,0.8581163,38.6,1.0,0.4,0.4,0.0,0.0,0.0,1.0,3.4,3.4,3.2,0.0,0.0,0.0,24.6
1.0,0.0,-1.0,0.0,-10.0,10.0,1.0,36.8,0.0,5.2,5.0,0.0,0.0,12.4,1.0,0.4,0.4,4.4,0.0,0.0,0.0,24.8
1.0,0.0,0.0,-3.0,-10.0,10.0,1.0,37.6,0.8,0.8,0.4,0.0,0.0,2.4,0.4,1.4,1.4,1.4,0.0,0.0,0.0,23.4
1.0,0.0,0.0,-1.0,-10.0,10.0,1.0,37.6,0.8,0.8,0.4,0.0,0.0,2.4,0.4,1.4,1.4,1.4,0.0,0.0,0.0,23.4
1.0,0.0,0.0,0.0,-10.0,10.0,0.85952795,40.2,1.0,0.2,0.2,0.0,0.0,0.4,0.8,1.4,1.4,1.0,0.0,0.0,0.0,19.4
1.0,1.0,-3.0,-3.0,-10.0,10.0,0.8581163,37.8,1.0,0.8,0.6,0.0,0.0,0.0,1.0,3.0,3.0,0.2,0.0,0.0,0.0,24.6
1.0,1.0,-3.0,-1.0,-10.0,10.0,0.8581163,38.0,1.0,1.0,0.8,0.0,0.0,0.0,0.4,3.4,3.4,0.0,0.0,0.0,0.0,24.2
1.0,1.0,-3.0,0.0,-10.0,10.0,0.84346473,38.6,0.2,3.8,3.6,0.0,0.0,8.8,0.4,0.8,0.8,0.8,0.0,0.0,0.0,21.0
1.0,1.0,-1.0,-3.0,-10.0,10.0,0.96622735,36.2,1.0,0.6,0.2,0.0,0.0,0.0,0.6,3.6,3.6,0.2,0.0,0.0,0.0,27.6
1.0,1.0,-1.0,-1.0,-10.0,10.0,0.8581163,38.4,1.0,0.6,0.4,0.0,0.0,0.0,0.6,3.0,3.0,0.0,0.0,0.0,0.0,24.0
1.0,1.0,-1.0,0.0,-10.0,10.0,0.91573507,37.8,0.4,4.4,4.2,0.0,0.0,7.4,0.4,1.6,1.6,1.2,0.0,0.0,0.0,20.6
1.0,1.0,0.0,-3.0,-10.0,10.0,1.0,37.8,1.0,0.6,0.4,0.0,0.0,0.0,0.2,1.6,1.6,0.2,0.0,0.0,0.0,23.4
1.0,1.0,0.0,-1.0,-10.0,10.0,1.0,37.8,1.0,0.6,0.4,0.0,0.0,0.0,0.2,1.6,1.6,0.2,0.0,0.0,0.0,23.4
1.0,1.0,0.0,0.0,-10.0,10.0,0.85952795,40.2,0.8,0.0,0.0,0.0,0.0,4.2,0.4,1.0,1.0,0.0,0.0,0.0,0.0,18.8
1.0,3.0,-3.0,-3.0,-10.0,10.0,0.8581163,37.8,1.0,0.8,0.6,0.0,0.0,0.0,1.0,3.0,3.0,0.2,0.0,0.0,0.0,24.6
1.0,3.0,-3.0,-1.0,-10.0,10.0,0.8581163,38.4,1.0,1.2,1.0,0.0,0.0,0.0,0.8,2.8,2.8,0.2,0.0,0.0,0.0,23.6
1.0,3.0,-3.0,0.0,-10.0,10.0,0.8731848,38.4,0.2,5.0,4.8,0.0,0.0,8.4,0.4,1.4,1.4,1.2,0.0,0.0,0.0,21.2
1.0,3.0,-1.0,-3.0,-10.0,10.0,1.0,35.8,1.0,0.6,0.2,0.0,0.0,0.0,0.6,3.8,3.8,0.2,0.0,0.0,0.0,28.6
1.0,3.0,-1.0,-1.0,-10.0,10.0,0.8581163,38.0,1.0,0.6,0.4,0.0,0.0,0.0,0.6,3.4,3.4,0.0,0.0,0.0,0.0,25.0
1.0,3.0,-1.0,0.0,-10.0,10.0,0.8515997,38.2,0.6,3.8,3.6,0.0,0.0,5.4,0.2,1.0,1.0,0.8,0.0,0.0,0.0,20.8
1.0,3.0,0.0,-3.0,-10.0,10.0,0.9648901,29.6,1.0,0.8,0.4,0.0,0.0,0.0,0.2,1.4,1.4,0.0,0.0,0.0,0.0,40.0
1.0,3.0,0.0,-1.0,-10.0,10.0,0.9708786,29.4,1.0,0.8,0.4,0.0,0.0,0.0,0.2,1.4,1.4,0.4,0.0,0.0,0.0,39.8
1.0,3.0,0.0,0.0,-10.0,10.0,0.85982287,40.2,1.0,0.4,0.4,0.0,0.0,0.0,0.2,1.6,1.6,0.0,0.0,0.0,0.0,18.2
3.0,-3.0,-3.0,-3.0,-10.0,10.0,1.0,36.0,1.0,0.8,0.4,0.0,0.0,0.0,1.2,3.6,3.6,6.8,0.0,0.0,0.0,29.0
3.0,-3.0,-3.0,-1.0,-10.0,10.0,0.90374124,37.4,1.0,1.2,1.0,0.0,0.0,0.0,1.0,2.4,2.4,4.8,0.0,0.0,0.0,25.8
3.0,-3.0,-3.0,0.0,-10.0,10.0,1.0,36.6,0.6,5.4,4.6,0.0,0.4,4.8,3.0,0.4,0.4,10.8,0.0,0.0,0.0,24.6
3.0,-3.0,-1.0,-3.0,-10.0,10.0,1.0,35.6,1.0,0.4,0.2,0.0,0.0,0.0,2.0,3.0,3.0,7.2,0.0,0.0,0.0,30.4
3.0,-3.0,-1.0,-1.0,-10.0,10.0,1.0,36.0,1.0,1.0,0.6,0.0,0.0,0.0,1.6,2.6,2.6,6.8,0.0,0.0,0.0,28.6
3.0,-3.0,-1.0,0.0,-10.0,10.0,1.0,36.2,0.0,3.6,3.2,0.0,0.0,13.0,3.8,0.4,0.4,10.8,0.0,0.0,0.0,26.8
3.0,-3.0,0.0,-3.0,-10.0,10.0,1.0,37.4,1.0,0.6,0.4,0.0,0.0,0.0,2.4,1.6,1.6,6.4,0.0,0.0,0.0,26.2
3.0,-3.0,0.0,-1.0,-10.0,10.0,1.0,37.4,1.0,0.6,0.4,0.0,0.0,0.0,2.4,1.6,1.6,6.4,0.0,0.0,0.0,26.2
3.0,-3.0,0.0,0.0,-10.0,10.0,0.8590129,39.0,0.4,0.2,0.2,0.0,0.0,7.0,4.6,0.8,0.8,8.6,0.0,0.0,0.0,24.0
3.0,-1.0,-3.0,-3.0,-10.0,10.0,1.0,36.0,1.0,1.2,0.8,0.0,0.0,0.0,1.6,3.4,3.4,6.2,0.0,0.0,0.0,28.6
3.0,-1.0,-3.0,-1.0,-10.0,10.0,0.9036746,37.6,1.0,1.2,1.0,0.0,0.0,0.0,1.0,2.4,2.4,4.8,0.0,0.0,0.0,25.4
3.0,-1.0,-3.0,0.0,-10.0,10.0,1.0,37.2,0.2,4.6,4.2,0.0,0.0,10.0,3.0,0.0,0.0,9.8,0.0,0.0,0.0,24.2
3.0,-1.0,-1.0,-3.0,-10.0,10.0,1.0,35.6,1.0,0.4,0.2,0.0,0.0,0.0,2.2,2.6,2.6,7.6,0.0,0.0,0.0,30.2
3.0,-1.0,-1.0,-1.0,-10.0,10.0,1.0,36.0,1.0,0.8,0.4,0.0,0.0,0.0,1.8,2.6,2.6,7.4,0.0,0.0,0.0,28.8
3.0,-1.0,-1.0,0.0,-10.0,10.0,0.90247744,37.8,0.0,3.6,3.4,0.0,0.0,12.4,3.4,0.2,0.2,8.4,0.0,0.0,0.0,24.0
3.0,-1.0,0.0,-3.0,-10.0,10.0,1.0,37.4,1.0,0.6,0.4,0.0,0.0,0.0,2.4,1.6,1.6,6.4,0.0,0.0,0.0,26.2
3.0,-1.0,0.0,-1.0,-10.0,10.0,1.0,37.4,1.0,0.6,0.4,0.0,0.0,0.0,2.4,1.6,1.6,6.4,0.0,0.0,0.0,26.2
3.0,-1.0,0.0,0.0,-10.0,10.0,0.8590129,39.4,0.6,0.4,0.4,0.0,0.0,5.6,4.4,1.4,1.4,8.4,0.0,0.0,0.0,23.6
3.0,0.0,-3.0,-3.0,-10.0,10.0,0.8581163,38.6,1.0,0.4,0.4,0.0,0.0,0.0,1.4,2.8,2.8,3.2,0.0,0.0,0.0,23.8
3.0,0.0,-3.0,-1.0,-10.0,10.0,0.8581163,38.2,1.0,0.8,0.8,0.0,0.0,0.0,1.0,3.2,3.2,3.4,0.0,0.0,0.0,24.2
3.0,0.0,-3.0,0.0,-10.0,10.0,1.0,36.8,0.4,5.2,4.8,0.0,0.0,6.2,0.6,0.4,0.4,3.6,0.0,0.0,0.0,23.4
3.0,0.0,-1.0,-3.0,-10.0,10.0,1.0,37.0,1.0,0.2,0.2,0.0,0.0,0.0,1.4,3.8,3.8,5.0,0.0,0.0,0.0,27.4
3.0,0.0,-1.0,-1.0,-10.0,10.0,1.0,37.2,1.0,0.4,0.4,0.0,0.0,0.0,1.2,3.0,3.0,4.2,0.0,0.0,0.0,26.8
3.0,0.0,-1.0,0.0,-10.0,10.0,0.87350273,38.4,0.4,5.0,4.8,0.0,0.0,6.4,1.2,1.4,1.4,3.2,0.0,0.0,0.0,21.8
3.0,0.0,0.0,-3.0,-10.0,10.0,1.0,37.6,0.8,0.8,0.4,0.0,0.0,2.4,0.4,1.4,1.4,1.4,0.0,0.0,0.0,23.4
3.0,0.0,0.0,-1.0,-10.0,10.0,1.0,37.6,0.8,0.8,0.4,0.0,0.0,2.4,0.4,1.4,1.4,1.4,0.0,0.0,0.0,23.4
3.0,0.0,0.0,0.0,-10.0,10.0,0.8328656,40.8,0.8,0.0,0.0,0.0,0.0,2.8,0.6,1.2,1.2,0.8,0.0,0.0,0.0,17.8
3.0,1.0,-3.0,-3.0,-10.0,10.0,0.8581163,38.0,1.0,0.8,0.6,0.0,0.0,0.0,0.8,3.2,3.2,0.2,0.0,0.0,0.0,24.6
3.0,1.0,-3.0,-1.0,-10.0,10.0,0.8581163,38.2,1.0,1.2,1.0,0.0,0.0,0.0,0.6,3.2,3.2,0.0,0.0,0.0,0.0,23.8
3.0,1.0,-3.0,0.0,-10.0,10.0,0.8441582,38.2,0.4,4.6,4.4,0.0,0.0,7.6,0.2,1.2,1.2,0.8,0.0,0.0,0.0,20.2
3.0,1.0,-1.0,-3.0,-10.0,10.0,0.92384434,36.4,1.0,0.4,0.2,0.0,0.0,0.0,0.6,3.6,3.6,0.0,0.0,0.0,0.0,27.6
3.0,1.0,-1.0,-1.0,-10.0,10.0,1.0,36.6,1.0,0.8,0.6,0.0,0.0,0.0,0.6,3.6,3.6,0.4,0.0,0.0,0.0,28.2
3.0,1.0,-1.0,0.0,-10.0,10.0,0.96343184,36.6,0.2,3.6,3.2,0.0,0.0,9.8,0.2,0.2,0.2,0.6,0.0,0.0,0.0,25.6
3.0,1.0,0.0,-3.0,-10.0,10.0,1.0,37.8,1.0,0.6,0.4,0.0,0.0,0.0,0.2,1.6,1.6,0.2,0.0,0.0,0.0,23.4
3.0,1.0,0.0,-1.0,-10.0,10.0,1.0,37.8,1.0,0.6,0.4,0.0,0.0,0.0,0.2,1.6,1.6,0.2,0.0,0.0,0.0,23.4
3.0,1.0,0.0,0.0,-10.0,10.0,0.85952795,40.4,0.8,0.4,0.4,0.0,0.0,2.6,0.0,1.8,1.8,0.0,0.0,0.0,0.0,17.4
3.0,3.0,-3.0,-3.0,-10.0,10.0,0.8581163,38.0,1.0,1.0,0.8,0.0,0.0,0.0,0.8,3.6,3.6,0.2,0.0,0.0,0.0,24.6
3.0,3.0,-3.0,-1.0,-10.0,10.0,0.8581163,38.4,1.0,1.0,0.8,0.0,0.0,0.0,0.4,3.0,3.0,0.0,0.0,0.0,0.0,23.4
3.0,3.0,-3.0,0.0,-10.0,10.0,0.92361975,37.4,0.2,4.0,3.8,0.0,0.0,9.0,0.0,0.2,0.2,0.8,0.0,0.0,0.0,23.6
3.0,3.0,-1.0,-3.0,-10.0,10.0,0.92384434,36.4,1.0,0.4,0.2,0.0,0.0,0.0,0.6,3.6,3.6,0.0,0.0,0.0,0.0,27.6
3.0,3.0,-1.0,-1.0,-10.0,10.0,1.0,36.2,1.0,0.8,0.6,0.0,0.0,0.0,0.8,3.2,3.2,0.4,0.0,0.0,0.0,28.4
3.0,3.0,-1.0,0.0,-10.0,10.0,0.92838,38.0,0.2,2.8,2.6,0.0,0.0,10.6,0.0,1.2,1.2,1.0,0.0,0.0,0.0,21.4
3.0,3.0,0.0,-3.0,-10.0,10.0,1.0,37.8,1.0,0.6,0.4,0.0,0.0,0.0,0.2,1.6,1.6,0.2,0.0,0.0,0.0,23.4
3.0,3.0,0.0,-1.0,-10.0,10.0,1.0,37.8,1.0,0.6,0.4,0.0,0.0,0.0,0.2,1.6,1.6,0.2,0.0,0.0,0.0,23.4
3.0,3.0,0.0,0.0,-10.0,10.0,0.85982287,40.2,1.0,0.4,0.4,0.0,0.0,0.0,0.4,1.6,1.6,0.0,0.0,0.0,0.0,18.8
